tran_id,orig_acct,bene_acct,tx_type,base_amt,tran_timestamp,is_sar,alert_id
1163,83,97,WIRE,536.67,2011-03-22T00:00:00Z,False,-1
1164,76,51,DEPOSIT,284.5,2011-03-22T00:00:00Z,False,-1
1165,79,74,WIRE,528.76,2011-03-22T00:00:00Z,False,-1
1166,71,29,TRANSFER,291.62,2011-03-22T00:00:00Z,False,-1
1167,93,34,DEPOSIT,574.29,2011-03-22T00:00:00Z,False,-1
1168,59,7,CREDIT,901.58,2011-03-22T00:00:00Z,False,-1
1169,92,95,DEPOSIT,201.63,2011-03-22T00:00:00Z,True,2
1170,73,3,WIRE,359.07,2011-03-23T00:00:00Z,False,-1
1171,89,37,WIRE,493.22,2011-03-23T00:00:00Z,False,-1
1172,81,50,DEPOSIT,226.25,2011-03-23T00:00:00Z,False,-1
1173,77,29,DEPOSIT,212.43,2011-03-23T00:00:00Z,False,-1
1174,2,86,WIRE,913.97,2011-03-23T00:00:00Z,False,-1
1175,50,2,DEPOSIT,388.62,2011-03-23T00:00:00Z,False,-1
1176,8,66,DEPOSIT,284.76,2011-03-23T00:00:00Z,False,-1
1177,60,17,CREDIT,902.1,2011-03-23T00:00:00Z,False,-1
1178,72,39,WIRE,939.62,2011-03-23T00:00:00Z,False,-1
1179,63,33,DEPOSIT,937.15,2011-03-23T00:00:00Z,False,-1
1180,66,7,DEPOSIT,650.16,2011-03-23T00:00:00Z,False,-1
1181,86,95,DEPOSIT,468.34,2011-03-23T00:00:00Z,False,-1
1182,36,28,DEPOSIT,214.61,2011-03-23T00:00:00Z,True,1
1183,38,28,WIRE,690.55,2011-03-23T00:00:00Z,False,-1
1184,11,86,DEPOSIT,838.76,2011-03-23T00:00:00Z,False,-1
1185,94,30,WIRE,347.49,2011-03-23T00:00:00Z,False,-1
1186,59,49,WIRE,647.1,2011-03-23T00:00:00Z,False,-1
1187,94,33,WIRE,808.3,2011-03-23T00:00:00Z,False,-1
1188,77,42,WIRE,330.91,2011-03-23T00:00:00Z,False,-1
1189,15,32,WIRE,115.26,2011-03-23T00:00:00Z,False,-1
1190,74,11,CREDIT,138.87,2011-03-23T00:00:00Z,False,-1
1191,52,35,DEPOSIT,298.51,2011-03-23T00:00:00Z,False,-1
1192,54,28,WIRE,600.92,2011-03-24T00:00:00Z,False,-1
1193,5,33,WIRE,892.06,2011-03-24T00:00:00Z,False,-1
1194,67,35,CREDIT,404.11,2011-03-24T00:00:00Z,False,-1
1195,57,8,CREDIT,341.84,2011-03-24T00:00:00Z,False,-1
1196,83,32,DEPOSIT,707.97,2011-03-24T00:00:00Z,False,-1
1197,84,70,WIRE,739.08,2011-03-24T00:00:00Z,False,-1
1198,14,30,CREDIT,592.45,2011-03-24T00:00:00Z,False,-1
1199,6,94,DEPOSIT,382.47,2011-03-24T00:00:00Z,False,-1
1200,65,24,CREDIT,959.57,2011-03-24T00:00:00Z,False,-1
1201,95,46,CREDIT,291.01,2011-03-24T00:00:00Z,False,-1
1202,0,55,DEPOSIT,125.6,2011-03-24T00:00:00Z,False,-1
1203,75,98,WIRE,838.83,2011-03-24T00:00:00Z,False,-1
1204,88,78,CREDIT,821.96,2011-03-24T00:00:00Z,False,-1
1205,58,2,DEPOSIT,997.27,2011-03-24T00:00:00Z,False,-1
1206,51,30,DEPOSIT,109.51,2011-03-24T00:00:00Z,False,-1
1207,1,97,DEPOSIT,1031.16,2011-03-24T00:00:00Z,False,-1
1208,23,37,CREDIT,362.89,2011-03-25T00:00:00Z,False,-1
1209,7,59,DEPOSIT,288.44,2011-03-25T00:00:00Z,False,-1
1210,85,79,CREDIT,400.64,2011-03-25T00:00:00Z,False,-1
1211,94,48,DEPOSIT,934.68,2011-03-25T00:00:00Z,False,-1
1212,82,40,CREDIT,763.68,2011-03-25T00:00:00Z,False,-1
1213,95,51,DEPOSIT,789.75,2011-03-25T00:00:00Z,False,-1
1214,96,14,DEPOSIT,232.48,2011-03-25T00:00:00Z,False,-1
1215,93,97,DEPOSIT,724.76,2011-03-25T00:00:00Z,False,-1
1216,78,80,DEPOSIT,156.71,2011-03-25T00:00:00Z,False,-1
1217,68,34,CREDIT,207.19,2011-03-25T00:00:00Z,False,-1
1218,21,99,WIRE,635.24,2011-03-25T00:00:00Z,False,-1
1219,61,1,WIRE,244.16,2011-03-25T00:00:00Z,False,-1
1220,64,15,CREDIT,505.73,2011-03-25T00:00:00Z,False,-1
1221,24,69,DEPOSIT,164.68,2011-03-25T00:00:00Z,False,-1
1222,82,95,DEPOSIT,922.66,2011-03-25T00:00:00Z,False,-1
1223,78,45,CREDIT,344.44,2011-03-25T00:00:00Z,False,-1
1224,93,36,CREDIT,882.86,2011-03-25T00:00:00Z,False,-1
1225,70,9,DEPOSIT,100.42,2011-03-25T00:00:00Z,False,-1
1226,80,39,DEPOSIT,611.73,2011-03-26T00:00:00Z,False,-1
1227,52,35,DEPOSIT,200.4,2011-03-26T00:00:00Z,False,-1
1228,69,17,CREDIT,881.03,2011-03-26T00:00:00Z,False,-1
1229,68,43,CREDIT,192.94,2011-03-26T00:00:00Z,False,-1
1230,22,92,WIRE,1000.71,2011-03-26T00:00:00Z,False,-1
1231,97,22,DEPOSIT,810.76,2011-03-26T00:00:00Z,False,-1
1232,98,53,DEPOSIT,182.62,2011-03-26T00:00:00Z,False,-1
1233,16,61,WIRE,483.15,2011-03-26T00:00:00Z,False,-1
1234,9,23,CREDIT,108.37,2011-03-26T00:00:00Z,False,-1
1235,98,41,CREDIT,965.73,2011-03-26T00:00:00Z,False,-1
1236,52,62,DEPOSIT,234.08,2011-03-26T00:00:00Z,True,0
1237,19,85,DEPOSIT,195.87,2011-03-27T00:00:00Z,False,-1
1238,0,27,DEPOSIT,418.44,2011-03-27T00:00:00Z,False,-1
1239,91,99,DEPOSIT,515.48,2011-03-27T00:00:00Z,False,-1
1240,92,98,CREDIT,907.06,2011-03-27T00:00:00Z,False,-1
1241,90,52,DEPOSIT,643.47,2011-03-27T00:00:00Z,False,-1
1242,87,31,DEPOSIT,297.86,2011-03-27T00:00:00Z,False,-1
1243,11,26,DEPOSIT,270.46,2011-03-27T00:00:00Z,False,-1
1244,18,91,CREDIT,201.53,2011-03-27T00:00:00Z,False,-1
1245,90,39,CREDIT,396.47,2011-03-27T00:00:00Z,False,-1
1246,53,32,CREDIT,637.04,2011-03-27T00:00:00Z,False,-1
1247,13,77,CREDIT,572.96,2011-03-27T00:00:00Z,False,-1
1248,62,5,CREDIT,623.79,2011-03-27T00:00:00Z,False,-1
1249,99,89,CREDIT,905.53,2011-03-27T00:00:00Z,False,-1
1250,88,44,DEPOSIT,904.08,2011-03-27T00:00:00Z,False,-1
1251,58,31,CREDIT,360.99,2011-03-27T00:00:00Z,False,-1
1252,12,5,DEPOSIT,1024.96,2011-03-27T00:00:00Z,False,-1
1253,10,93,WIRE,378.04,2011-03-28T00:00:00Z,False,-1
1254,20,56,WIRE,261.8,2011-03-28T00:00:00Z,False,-1
1255,94,96,WIRE,276.74,2011-03-28T00:00:00Z,False,-1
1256,6,25,TRANSFER,798.91,2011-03-28T00:00:00Z,False,-1
1257,3,47,CREDIT,1032.07,2011-03-28T00:00:00Z,False,-1
1258,77,68,CREDIT,638.45,2011-03-28T00:00:00Z,False,-1
1259,96,38,DEPOSIT,330.24,2011-03-28T00:00:00Z,False,-1
1260,17,60,CREDIT,455.9,2011-03-28T00:00:00Z,False,-1
1261,55,0,CREDIT,529.64,2011-03-28T00:00:00Z,False,-1
1262,89,98,DEPOSIT,682.05,2011-03-28T00:00:00Z,False,-1
1263,56,20,DEPOSIT,173.29,2011-03-28T00:00:00Z,False,-1
1264,82,47,DEPOSIT,293.41,2011-03-28T00:00:00Z,False,-1
1265,4,24,DEPOSIT,508.92,2011-03-28T00:00:00Z,False,-1
1266,83,95,CREDIT,721.69,2011-03-29T00:00:00Z,False,-1
1267,71,29,CREDIT,188.91,2011-03-29T00:00:00Z,False,-1
1268,94,34,WIRE,379.23,2011-03-29T00:00:00Z,False,-1
1269,59,7,WIRE,581.19,2011-03-29T00:00:00Z,False,-1
1270,76,32,DEPOSIT,623.52,2011-03-29T00:00:00Z,False,-1
1271,79,95,CREDIT,374.74,2011-03-29T00:00:00Z,False,-1
1272,72,39,WIRE,175.45,2011-03-30T00:00:00Z,False,-1
1273,67,49,CREDIT,800.45,2011-03-30T00:00:00Z,False,-1
1274,91,37,WIRE,306.06,2011-03-30T00:00:00Z,False,-1
1275,98,30,CREDIT,821.21,2011-03-30T00:00:00Z,False,-1
1276,86,93,CREDIT,526.08,2011-03-30T00:00:00Z,False,-1
1277,81,95,CREDIT,920.07,2011-03-30T00:00:00Z,False,-1
1278,73,3,DEPOSIT,158.03,2011-03-30T00:00:00Z,False,-1
1279,66,7,DEPOSIT,764.37,2011-03-30T00:00:00Z,False,-1
1280,11,26,DEPOSIT,167.36,2011-03-30T00:00:00Z,False,-1
1281,50,2,WIRE,880.31,2011-03-30T00:00:00Z,False,-1
1282,98,33,DEPOSIT,332.46,2011-03-30T00:00:00Z,False,-1
1283,39,28,DEPOSIT,990.27,2011-03-30T00:00:00Z,False,-1
1284,2,58,DEPOSIT,519.78,2011-03-30T00:00:00Z,False,-1
1285,60,17,WIRE,272.53,2011-03-30T00:00:00Z,False,-1
1286,89,42,CREDIT,554.27,2011-03-30T00:00:00Z,False,-1
1287,74,11,CREDIT,478.81,2011-03-30T00:00:00Z,False,-1
1288,96,29,WIRE,538.02,2011-03-30T00:00:00Z,False,-1
1289,52,35,DEPOSIT,182.04,2011-03-30T00:00:00Z,False,-1
1290,15,47,CREDIT,281.06,2011-03-30T00:00:00Z,False,-1
1291,63,33,CREDIT,987.7,2011-03-30T00:00:00Z,False,-1
1292,8,61,CREDIT,341.68,2011-03-30T00:00:00Z,False,-1
1293,58,2,CREDIT,157.43,2011-03-31T00:00:00Z,False,-1
1294,6,25,TRANSFER,242.71,2011-03-31T00:00:00Z,False,-1
1295,0,27,DEPOSIT,294.04,2011-03-31T00:00:00Z,False,-1
1296,97,46,CREDIT,237.09,2011-03-31T00:00:00Z,False,-1
1297,54,28,CREDIT,849.68,2011-03-31T00:00:00Z,False,-1
1298,75,78,WIRE,227.82,2011-03-31T00:00:00Z,False,-1
1299,88,38,CREDIT,244.57,2011-03-31T00:00:00Z,False,-1
1300,5,62,WIRE,816.77,2011-03-31T00:00:00Z,False,-1
1301,57,8,CREDIT,827.54,2011-03-31T00:00:00Z,False,-1
1302,99,32,CREDIT,280.95,2011-03-31T00:00:00Z,False,-1
1303,84,95,WIRE,591.41,2011-03-31T00:00:00Z,False,-1
1304,65,24,WIRE,974.72,2011-03-31T00:00:00Z,False,-1
1305,51,30,DEPOSIT,502.81,2011-03-31T00:00:00Z,False,-1
1306,14,16,TRANSFER,723.41,2011-03-31T00:00:00Z,False,-1
1307,67,35,CREDIT,827.47,2011-03-31T00:00:00Z,False,-1
1308,1,61,CREDIT,1024.0,2011-03-31T00:00:00Z,False,-1
1309,64,15,CREDIT,455.68,2011-04-01T00:00:00Z,False,-1
1310,96,88,DEPOSIT,829.81,2011-04-01T00:00:00Z,False,-1
1311,95,10,WIRE,604.04,2011-04-01T00:00:00Z,False,-1
1312,78,21,CREDIT,341.28,2011-04-01T00:00:00Z,False,-1
1313,97,36,CREDIT,951.08,2011-04-01T00:00:00Z,False,-1
1314,85,95,DEPOSIT,693.32,2011-04-01T00:00:00Z,False,-1
1315,93,91,TRANSFER,982.43,2011-04-01T00:00:00Z,False,-1
1316,82,99,CREDIT,199.65,2011-04-01T00:00:00Z,False,-1
1317,21,81,CREDIT,589.96,2011-04-01T00:00:00Z,False,-1
1318,24,26,CREDIT,424.1,2011-04-01T00:00:00Z,False,-1
1319,87,45,TRANSFER,406.12,2011-04-01T00:00:00Z,False,-1
1320,68,34,DEPOSIT,247.55,2011-04-01T00:00:00Z,False,-1
1321,70,9,CREDIT,781.59,2011-04-01T00:00:00Z,False,-1
1322,47,28,CREDIT,214.61,2011-04-01T00:00:00Z,True,1
1323,94,40,CREDIT,143.59,2011-04-01T00:00:00Z,False,-1
1324,23,20,DEPOSIT,457.88,2011-04-01T00:00:00Z,False,-1
1325,7,66,CREDIT,117.78,2011-04-01T00:00:00Z,False,-1
1326,61,1,WIRE,190.37,2011-04-01T00:00:00Z,False,-1
1327,97,48,DEPOSIT,313.62,2011-04-01T00:00:00Z,False,-1
1328,80,12,CREDIT,107.94,2011-04-02T00:00:00Z,False,-1
1329,98,67,DEPOSIT,670.58,2011-04-02T00:00:00Z,False,-1
1330,9,70,DEPOSIT,919.22,2011-04-02T00:00:00Z,False,-1
1331,99,41,CREDIT,986.57,2011-04-02T00:00:00Z,False,-1
1332,67,35,DEPOSIT,636.71,2011-04-02T00:00:00Z,False,-1
1333,95,43,CREDIT,466.37,2011-04-02T00:00:00Z,False,-1
1334,59,62,CREDIT,234.08,2011-04-02T00:00:00Z,True,0
1335,22,99,CREDIT,322.62,2011-04-02T00:00:00Z,False,-1
1336,16,50,DEPOSIT,453.22,2011-04-02T00:00:00Z,False,-1
1337,97,36,CREDIT,629.25,2011-04-02T00:00:00Z,False,-1
1338,69,17,CREDIT,389.71,2011-04-02T00:00:00Z,False,-1
1339,92,39,CREDIT,194.73,2011-04-03T00:00:00Z,False,-1
1340,91,62,CREDIT,428.91,2011-04-03T00:00:00Z,False,-1
1341,18,99,DEPOSIT,594.24,2011-04-03T00:00:00Z,False,-1
1342,62,5,DEPOSIT,576.35,2011-04-03T00:00:00Z,False,-1
1343,19,7,DEPOSIT,665.14,2011-04-03T00:00:00Z,False,-1
1344,99,41,CREDIT,310.19,2011-04-03T00:00:00Z,False,-1
1345,32,27,DEPOSIT,996.26,2011-04-03T00:00:00Z,False,-1
1346,94,44,CREDIT,858.82,2011-04-03T00:00:00Z,False,-1
1347,12,97,CREDIT,741.66,2011-04-03T00:00:00Z,False,-1
1348,90,50,CREDIT,246.52,2011-04-03T00:00:00Z,False,-1
1349,13,26,DEPOSIT,391.55,2011-04-03T00:00:00Z,False,-1
1350,13,26,DEPOSIT,826.6,2011-04-03T00:00:00Z,False,-1
1351,87,95,DEPOSIT,190.02,2011-04-03T00:00:00Z,False,-1
1352,63,31,DEPOSIT,696.25,2011-04-03T00:00:00Z,False,-1
1353,53,32,DEPOSIT,220.55,2011-04-03T00:00:00Z,False,-1
1354,92,30,DEPOSIT,466.42,2011-04-03T00:00:00Z,False,-1
1355,77,34,DEPOSIT,955.31,2011-04-04T00:00:00Z,False,-1
1356,17,69,DEPOSIT,463.85,2011-04-04T00:00:00Z,False,-1
1357,89,37,WIRE,104.47,2011-04-04T00:00:00Z,False,-1
1358,85,47,TRANSFER,715.73,2011-04-04T00:00:00Z,False,-1
1359,10,78,DEPOSIT,817.67,2011-04-04T00:00:00Z,False,-1
1360,98,38,DEPOSIT,504.79,2011-04-04T00:00:00Z,False,-1
1361,3,87,DEPOSIT,780.5,2011-04-04T00:00:00Z,False,-1
1362,4,92,WIRE,261.62,2011-04-04T00:00:00Z,False,-1
1363,94,53,DEPOSIT,547.91,2011-04-04T00:00:00Z,False,-1
1364,55,0,CREDIT,228.16,2011-04-04T00:00:00Z,False,-1
1365,56,25,TRANSFER,371.35,2011-04-04T00:00:00Z,False,-1
1366,56,20,DEPOSIT,310.51,2011-04-04T00:00:00Z,False,-1
1367,20,55,CREDIT,762.32,2011-04-04T00:00:00Z,False,-1
1368,59,7,CREDIT,495.34,2011-04-05T00:00:00Z,False,-1
1369,71,29,DEPOSIT,891.35,2011-04-05T00:00:00Z,False,-1
1370,83,94,DEPOSIT,124.75,2011-04-05T00:00:00Z,False,-1
1371,68,34,CREDIT,673.73,2011-04-05T00:00:00Z,False,-1
1372,76,61,CREDIT,333.31,2011-04-05T00:00:00Z,False,-1
1373,79,17,DEPOSIT,997.21,2011-04-05T00:00:00Z,False,-1
1374,66,7,DEPOSIT,683.03,2011-04-06T00:00:00Z,False,-1
1375,8,73,CREDIT,228.04,2011-04-06T00:00:00Z,False,-1
1376,95,42,DEPOSIT,141.21,2011-04-06T00:00:00Z,False,-1
1377,74,11,WIRE,194.64,2011-04-06T00:00:00Z,False,-1
1378,86,49,CREDIT,181.52,2011-04-06T00:00:00Z,False,-1
1379,73,3,DEPOSIT,848.54,2011-04-06T00:00:00Z,False,-1
1380,2,50,DEPOSIT,349.79,2011-04-06T00:00:00Z,False,-1
1381,11,98,WIRE,904.55,2011-04-06T00:00:00Z,False,-1
1382,63,33,WIRE,831.76,2011-04-06T00:00:00Z,False,-1
1383,71,29,CREDIT,677.66,2011-04-06T00:00:00Z,False,-1
1384,63,33,CREDIT,195.16,2011-04-06T00:00:00Z,False,-1
1385,15,22,DEPOSIT,949.13,2011-04-06T00:00:00Z,False,-1
1386,50,2,CREDIT,280.21,2011-04-06T00:00:00Z,False,-1
1387,81,54,WIRE,987.09,2011-04-06T00:00:00Z,False,-1
1388,40,28,CREDIT,420.98,2011-04-06T00:00:00Z,False,-1
1389,86,82,DEPOSIT,754.31,2011-04-06T00:00:00Z,False,-1
1390,72,39,WIRE,972.72,2011-04-06T00:00:00Z,False,-1
1391,60,17,DEPOSIT,459.99,2011-04-06T00:00:00Z,False,-1
1392,52,35,CREDIT,909.27,2011-04-06T00:00:00Z,False,-1
1393,95,37,DEPOSIT,654.51,2011-04-06T00:00:00Z,False,-1
1394,51,30,DEPOSIT,371.53,2011-04-06T00:00:00Z,False,-1
1395,65,24,WIRE,823.9,2011-04-07T00:00:00Z,False,-1
1396,53,32,DEPOSIT,797.81,2011-04-07T00:00:00Z,False,-1
1397,84,75,DEPOSIT,448.43,2011-04-07T00:00:00Z,False,-1
1398,6,93,WIRE,939.79,2011-04-07T00:00:00Z,False,-1
1399,88,77,CREDIT,837.86,2011-04-07T00:00:00Z,False,-1
1400,67,35,DEPOSIT,947.13,2011-04-07T00:00:00Z,False,-1
1401,57,8,WIRE,525.78,2011-04-07T00:00:00Z,False,-1
1402,14,55,DEPOSIT,591.31,2011-04-07T00:00:00Z,False,-1
1403,51,30,WIRE,147.77,2011-04-07T00:00:00Z,False,-1
1404,1,49,DEPOSIT,174.11,2011-04-07T00:00:00Z,False,-1
1405,58,2,WIRE,249.14,2011-04-07T00:00:00Z,False,-1
1406,5,87,DEPOSIT,785.6,2011-04-07T00:00:00Z,False,-1
1407,54,28,CREDIT,311.16,2011-04-07T00:00:00Z,False,-1
1408,0,55,DEPOSIT,776.7,2011-04-07T00:00:00Z,False,-1
1409,75,11,CREDIT,831.71,2011-04-07T00:00:00Z,False,-1
1410,99,46,CREDIT,217.4,2011-04-07T00:00:00Z,False,-1
1411,68,34,CREDIT,811.77,2011-04-08T00:00:00Z,False,-1
1412,91,45,CREDIT,819.96,2011-04-08T00:00:00Z,False,-1
1413,98,40,DEPOSIT,403.36,2011-04-08T00:00:00Z,False,-1
1414,95,37,DEPOSIT,976.62,2011-04-08T00:00:00Z,False,-1
1415,23,98,CREDIT,779.75,2011-04-08T00:00:00Z,False,-1
1416,99,48,WIRE,597.08,2011-04-08T00:00:00Z,False,-1
1417,85,47,TRANSFER,139.3,2011-04-08T00:00:00Z,False,-1
1418,78,72,CREDIT,447.7,2011-04-08T00:00:00Z,False,-1
1419,64,15,WIRE,919.41,2011-04-08T00:00:00Z,False,-1
1420,98,36,WIRE,674.79,2011-04-08T00:00:00Z,False,-1
1421,70,9,CREDIT,837.74,2011-04-08T00:00:00Z,False,-1
1422,24,90,WIRE,423.73,2011-04-08T00:00:00Z,False,-1
1423,96,95,DEPOSIT,165.82,2011-04-08T00:00:00Z,False,-1
1424,61,1,CREDIT,828.45,2011-04-08T00:00:00Z,False,-1
1425,82,97,WIRE,272.47,2011-04-08T00:00:00Z,False,-1
1426,21,92,DEPOSIT,483.69,2011-04-08T00:00:00Z,False,-1
1427,93,90,DEPOSIT,371.61,2011-04-08T00:00:00Z,False,-1
1428,7,79,CREDIT,356.4,2011-04-08T00:00:00Z,False,-1
1429,98,83,CREDIT,705.44,2011-04-09T00:00:00Z,False,-1
1430,80,97,CREDIT,929.37,2011-04-09T00:00:00Z,False,-1
1431,22,74,CREDIT,205.74,2011-04-09T00:00:00Z,False,-1
1432,33,43,CREDIT,597.9,2011-04-09T00:00:00Z,False,-1
1433,54,62,CREDIT,234.08,2011-04-09T00:00:00Z,True,0
1434,69,17,CREDIT,174.6,2011-04-09T00:00:00Z,False,-1
1435,10,41,DEPOSIT,109.51,2011-04-09T00:00:00Z,False,-1
1436,28,35,DEPOSIT,168.97,2011-04-09T00:00:00Z,False,-1
1437,9,77,CREDIT,657.71,2011-04-09T00:00:00Z,False,-1
1438,97,99,CREDIT,980.66,2011-04-09T00:00:00Z,False,-1
1439,16,44,DEPOSIT,819.63,2011-04-09T00:00:00Z,False,-1
1440,62,5,DEPOSIT,365.03,2011-04-10T00:00:00Z,False,-1
1441,87,72,CREDIT,425.13,2011-04-10T00:00:00Z,False,-1
1442,16,44,DEPOSIT,406.99,2011-04-10T00:00:00Z,False,-1
1443,90,7,DEPOSIT,651.39,2011-04-10T00:00:00Z,False,-1
1444,53,32,WIRE,985.31,2011-04-10T00:00:00Z,False,-1
1445,44,28,CREDIT,214.61,2011-04-10T00:00:00Z,True,1
1446,91,45,CREDIT,428.2,2011-04-10T00:00:00Z,False,-1
1447,12,11,DEPOSIT,966.52,2011-04-10T00:00:00Z,False,-1
1448,13,97,DEPOSIT,397.93,2011-04-10T00:00:00Z,False,-1
1449,29,39,CREDIT,859.67,2011-04-10T00:00:00Z,False,-1
1450,19,99,CREDIT,188.98,2011-04-10T00:00:00Z,False,-1
1451,24,26,CREDIT,739.58,2011-04-10T00:00:00Z,False,-1
1452,92,5,WIRE,598.61,2011-04-10T00:00:00Z,False,-1
1453,87,31,DEPOSIT,475.64,2011-04-10T00:00:00Z,False,-1
1454,44,27,WIRE,189.53,2011-04-10T00:00:00Z,False,-1
1455,18,46,WIRE,242.51,2011-04-10T00:00:00Z,False,-1
1456,99,52,DEPOSIT,198.35,2011-04-10T00:00:00Z,False,-1
1457,97,47,CREDIT,194.14,2011-04-11T00:00:00Z,False,-1
1458,94,57,TRANSFER,607.19,2011-04-11T00:00:00Z,False,-1
1459,17,42,CREDIT,773.85,2011-04-11T00:00:00Z,False,-1
1460,77,47,DEPOSIT,651.58,2011-04-11T00:00:00Z,False,-1
1461,56,20,CREDIT,549.77,2011-04-11T00:00:00Z,False,-1
1462,75,25,CREDIT,837.87,2011-04-11T00:00:00Z,False,-1
1463,4,89,CREDIT,699.87,2011-04-11T00:00:00Z,False,-1
1464,9,38,DEPOSIT,189.63,2011-04-11T00:00:00Z,False,-1
1465,55,0,DEPOSIT,559.09,2011-04-11T00:00:00Z,False,-1
1466,10,70,DEPOSIT,272.3,2011-04-11T00:00:00Z,False,-1
1467,20,29,DEPOSIT,278.07,2011-04-11T00:00:00Z,False,-1
1468,89,94,CREDIT,879.92,2011-04-11T00:00:00Z,False,-1
1469,3,73,DEPOSIT,958.61,2011-04-11T00:00:00Z,False,-1
1470,79,88,DEPOSIT,379.61,2011-04-12T00:00:00Z,False,-1
1471,71,29,CREDIT,821.21,2011-04-12T00:00:00Z,False,-1
1472,76,80,WIRE,412.46,2011-04-12T00:00:00Z,False,-1
1473,59,7,WIRE,172.18,2011-04-12T00:00:00Z,False,-1
1474,83,13,CREDIT,260.95,2011-04-12T00:00:00Z,False,-1
1475,13,34,CREDIT,879.33,2011-04-12T00:00:00Z,False,-1
1476,74,11,WIRE,374.39,2011-04-13T00:00:00Z,False,-1
1477,50,2,DEPOSIT,969.45,2011-04-13T00:00:00Z,False,-1
1478,63,33,DEPOSIT,756.66,2011-04-13T00:00:00Z,False,-1
1479,42,28,WIRE,247.35,2011-04-13T00:00:00Z,False,-1
1480,81,59,CREDIT,176.08,2011-04-13T00:00:00Z,False,-1
1481,2,86,WIRE,114.47,2011-04-13T00:00:00Z,False,-1
1482,52,35,CREDIT,144.14,2011-04-13T00:00:00Z,False,-1
1483,5,33,WIRE,872.24,2011-04-13T00:00:00Z,False,-1
1484,93,49,DEPOSIT,444.31,2011-04-13T00:00:00Z,False,-1
1485,23,37,CREDIT,208.73,2011-04-13T00:00:00Z,False,-1
1486,86,94,CREDIT,434.96,2011-04-13T00:00:00Z,False,-1
1487,15,24,WIRE,306.46,2011-04-13T00:00:00Z,False,-1
1488,72,39,WIRE,588.48,2011-04-13T00:00:00Z,False,-1
1489,11,46,TRANSFER,930.52,2011-04-13T00:00:00Z,False,-1
1490,6,30,CREDIT,323.71,2011-04-13T00:00:00Z,False,-1
1491,66,7,DEPOSIT,181.13,2011-04-13T00:00:00Z,False,-1
1492,73,3,DEPOSIT,334.67,2011-04-13T00:00:00Z,False,-1
1493,60,17,DEPOSIT,379.3,2011-04-13T00:00:00Z,False,-1
1494,17,42,CREDIT,105.36,2011-04-13T00:00:00Z,False,-1
1495,20,29,DEPOSIT,618.27,2011-04-13T00:00:00Z,False,-1
1496,8,57,DEPOSIT,486.12,2011-04-13T00:00:00Z,False,-1
1497,75,96,DEPOSIT,550.52,2011-04-14T00:00:00Z,False,-1
1498,11,46,TRANSFER,144.42,2011-04-14T00:00:00Z,False,-1
1499,65,24,CREDIT,357.08,2011-04-14T00:00:00Z,False,-1
1500,54,28,CREDIT,811.94,2011-04-14T00:00:00Z,False,-1
1501,14,48,WIRE,1015.14,2011-04-14T00:00:00Z,False,-1
1502,1,97,DEPOSIT,352.28,2011-04-14T00:00:00Z,False,-1
1503,0,27,DEPOSIT,404.65,2011-04-14T00:00:00Z,False,-1
1504,6,30,CREDIT,611.88,2011-04-14T00:00:00Z,False,-1
1505,67,35,CREDIT,280.8,2011-04-14T00:00:00Z,False,-1
1506,51,30,WIRE,918.25,2011-04-14T00:00:00Z,False,-1
1507,88,26,CREDIT,855.08,2011-04-14T00:00:00Z,False,-1
1508,57,8,CREDIT,967.53,2011-04-14T00:00:00Z,False,-1
1509,15,32,WIRE,151.42,2011-04-14T00:00:00Z,False,-1
1510,58,2,DEPOSIT,562.2,2011-04-14T00:00:00Z,False,-1
1511,5,33,WIRE,115.12,2011-04-14T00:00:00Z,False,-1
1512,84,99,DEPOSIT,583.65,2011-04-14T00:00:00Z,False,-1
1513,93,9,CREDIT,822.5,2011-04-15T00:00:00Z,False,-1
1514,21,40,WIRE,670.33,2011-04-15T00:00:00Z,False,-1
1515,61,1,DEPOSIT,381.83,2011-04-15T00:00:00Z,False,-1
1516,85,66,CREDIT,239.7,2011-04-15T00:00:00Z,False,-1
1517,78,92,CREDIT,542.45,2011-04-15T00:00:00Z,False,-1
1518,70,9,TRANSFER,808.73,2011-04-15T00:00:00Z,False,-1
1519,14,48,WIRE,157.15,2011-04-15T00:00:00Z,False,-1
1520,64,15,DEPOSIT,848.34,2011-04-15T00:00:00Z,False,-1
1521,82,8,DEPOSIT,499.74,2011-04-15T00:00:00Z,False,-1
1522,95,66,WIRE,471.59,2011-04-15T00:00:00Z,False,-1
1523,7,22,WIRE,188.51,2011-04-15T00:00:00Z,False,-1
1524,24,65,CREDIT,165.69,2011-04-15T00:00:00Z,False,-1
1525,30,36,CREDIT,677.97,2011-04-15T00:00:00Z,False,-1
1526,21,40,WIRE,169.68,2011-04-15T00:00:00Z,False,-1
1527,68,34,CREDIT,314.44,2011-04-15T00:00:00Z,False,-1
1528,23,50,DEPOSIT,609.6,2011-04-15T00:00:00Z,False,-1
1529,96,4,CREDIT,686.14,2011-04-15T00:00:00Z,False,-1
1530,38,45,CREDIT,645.91,2011-04-15T00:00:00Z,False,-1
1531,97,59,CREDIT,588.1,2011-04-16T00:00:00Z,False,-1
1532,22,62,CREDIT,108.84,2011-04-16T00:00:00Z,False,-1
1533,39,35,CREDIT,613.55,2011-04-16T00:00:00Z,False,-1
